cause_name,sex,age,deaths,ylls,ylds,dalys
Other neglected tropical diseases,Female,70 to 74,219.9828475,3797.592625,579.2154076,4376.808032
Other neglected tropical diseases,Female,55 to 59,142.6299402,4338.590995,1190.908628,5529.499623
Other neglected tropical diseases,Female,5 to 9,51.63385955,4095.504755,80046.95858,84142.46334
Other neglected tropical diseases,Female,60 to 64,121.1805065,3136.840511,2217.979603,5354.820115
Other neglected tropical diseases,Female,35 to 39,40.79008861,2020.505248,2888.828386,4909.333634
Other neglected tropical diseases,Female,75 to 79,171.9282229,2290.892689,199.1227352,2490.015424
Other neglected tropical diseases,Female,30 to 34,45.0241525,2452.983478,3200.988013,5653.971491
Other neglected tropical diseases,Female,25 to 29,54.4036712,3234.176366,3447.448484,6681.624849
Other neglected tropical diseases,Female,80 plus,611.3585634,4412.859929,216.8971398,4629.757069
Other neglected tropical diseases,Female,20 to 24,171.9720184,11070.44872,3749.540877,14819.9896
Other neglected tropical diseases,Female,45 to 49,92.31188977,3674.56271,2152.776049,5827.33876
Other neglected tropical diseases,Female,65 to 69,144.3533038,3100.59589,1107.110643,4207.706533
Other neglected tropical diseases,Female,40 to 44,33.6587825,1502.100848,2565.061167,4067.162015
Other neglected tropical diseases,Female,10 to 14,31.89506254,2367.588105,67601.51,69969.0981
Other neglected tropical diseases,Female,50 to 54,252.9486619,8874.529995,1472.071265,10346.60126
Other neglected tropical diseases,Female,Under 5,967.2197979,82687.7808,64317.74663,147005.5274
Maternal hemorrhage,Female,30 to 34,2049.542634,111662.1622,1355.905323,113018.0675
Maternal hemorrhage,Female,20 to 24,2276.752922,146553.7184,3961.145481,150514.8639
Maternal hemorrhage,Female,15 to 19,1156.382997,80052.93392,1084.074415,81137.00834
Maternal hemorrhage,Female,10 to 14,3.229575363,239.7429171,117.8329427,357.5758597
Maternal hemorrhage,Female,45 to 49,127.4601684,5074.416546,160.2260666,5234.642612
Maternal hemorrhage,Female,35 to 39,1860.567987,92187.65758,792.1884753,92979.84606
Maternal hemorrhage,Female,40 to 44,714.1768076,31885.17146,397.7145254,32282.88598
Maternal hemorrhage,Female,25 to 29,2353.727375,139939.0657,2362.535482,142301.6012
Maternal sepsis and other maternal infections,Female,40 to 44,528.7038922,23604.99191,745.2685121,24350.26042
Maternal sepsis and other maternal infections,Female,20 to 24,1719.847772,110704.9568,2175.866504,112880.8233
Maternal sepsis and other maternal infections,Female,10 to 14,3.467730043,257.434066,77.53701556,334.9710815
Maternal sepsis and other maternal infections,Female,30 to 34,1162.938992,63358.66364,1130.819036,64489.48268
Maternal sepsis and other maternal infections,Female,45 to 49,154.7176247,6159.664819,229.6630443,6389.327863
Maternal sepsis and other maternal infections,Female,25 to 29,1451.568377,86302.75114,1384.85012,87687.60126
Maternal sepsis and other maternal infections,Female,35 to 39,1081.438084,53583.88318,1087.679438,54671.56262
Maternal sepsis and other maternal infections,Female,15 to 19,1133.437038,78463.02565,410.0278005,78873.05345
Maternal hypertensive disorders,Female,45 to 49,89.11005394,3547.448252,30.90201601,3578.350268
Maternal hypertensive disorders,Female,20 to 24,1579.399332,101667.6477,6707.500543,108375.1482
Maternal hypertensive disorders,Female,40 to 44,299.3564389,13363.37541,292.7919575,13656.16737
Maternal hypertensive disorders,Female,15 to 19,1199.445134,83037.59069,1134.323825,84171.91452
Maternal hypertensive disorders,Female,25 to 29,1289.617359,76671.29545,2978.199086,79649.49454
Maternal hypertensive disorders,Female,35 to 39,689.8958568,34180.62194,1116.924052,35297.546
Maternal hypertensive disorders,Female,10 to 14,8.469966896,628.7205228,134.4320213,763.1525442
Maternal hypertensive disorders,Female,30 to 34,887.9257668,48375.52991,1456.635089,49832.165
Obstructed labor,Female,10 to 14,1.414798212,105.029289,19236.33177,19341.36106
Obstructed labor,Female,15 to 19,577.0182249,39944.80143,83366.7547,123311.5561
Obstructed labor,Female,45 to 49,60.66330193,2415.139135,48426.45916,50841.59829
Obstructed labor,Female,20 to 24,1133.762222,72979.48241,77800.03603,150779.5184
Obstructed labor,Female,30 to 34,978.8380884,53328.56979,61177.28728,114505.8571
Obstructed labor,Female,40 to 44,273.647982,12217.42922,61607.09438,73824.5236
Obstructed labor,Female,25 to 29,1225.125748,72839.36169,66712.50782,139551.8695
Obstructed labor,Female,35 to 39,724.1301282,35879.50637,61738.97264,97618.47901
Complications of abortion,Female,35 to 39,1163.711655,57655.39367,43.38127342,57698.77495
Complications of abortion,Female,25 to 29,1675.649628,99621.8132,91.92158827,99713.73479
Complications of abortion,Female,40 to 44,572.9374943,25575.64166,17.11843057,25592.76009
Complications of abortion,Female,20 to 24,1847.669389,118936.4091,90.2931601,119026.7022
Complications of abortion,Female,30 to 34,1310.924053,71421.11214,64.92842925,71486.04057
Complications of abortion,Female,45 to 49,200.0564922,7964.05004,6.921201013,7970.971241
Complications of abortion,Female,15 to 19,1053.689172,72947.01761,10.17135754,72957.18897
Complications of abortion,Female,10 to 14,5.19837166,385.8689016,1.21058845,387.07949
Other maternal disorders,Female,25 to 29,2898.199462,172304.0096,15846.70254,188150.7121
Other maternal disorders,Female,45 to 49,184.1080212,7329.211068,10543.18029,17872.39136
Other maternal disorders,Female,35 to 39,1798.656475,89111.25026,13965.6889,103076.9392
Other maternal disorders,Female,15 to 19,1685.857176,116713.7208,18646.65846,135360.3793
Other maternal disorders,Female,10 to 14,7.424315014,551.0973766,4303.340586,4854.437962
Other maternal disorders,Female,40 to 44,737.894252,32938.42356,13606.64756,46545.07111
Other maternal disorders,Female,30 to 34,2201.001986,119913.8953,14036.65808,133950.5534
Other maternal disorders,Female,20 to 24,3094.164607,199176.4088,19590.77413,218767.1829
Preterm birth complications,Female,Under 5,98032.48144,8474238.694,85210.75685,8559449.45
Neonatal encephalopathy due to birth asphyxia and trauma,Female,Under 5,93779.10387,8107304.946,62999.13426,8170304.08
Neonatal sepsis and other neonatal infections,Female,Under 5,36702.33235,3172884.306,734.918282,3173619.224
Hemolytic disease and other neonatal jaundice,Female,Under 5,2282.667396,196452.922,39521.72804,235974.6501
Other neonatal disorders,Female,Under 5,42137.80739,3639732.47,34700.53989,3674433.01
Protein-energy malnutrition,Female,20 to 24,1551.963522,99900.36028,524.232123,100424.5924
Protein-energy malnutrition,Female,75 to 79,5723.677208,76377.68772,1753.549281,78131.237
Protein-energy malnutrition,Female,30 to 34,1013.035802,55191.71262,341.30217,55533.01479
Protein-energy malnutrition,Female,15 to 19,888.4212831,61504.66056,317.7655255,61822.42608
Protein-energy malnutrition,Female,60 to 64,1698.3915,43972.9389,547.7216512,44520.66055
Protein-energy malnutrition,Female,35 to 39,1223.97828,60643.45944,424.4728264,61067.93227
Protein-energy malnutrition,Female,50 to 54,361.8941962,12697.203,129.3191098,12826.5221
Protein-energy malnutrition,Female,65 to 69,2933.439747,63043.42942,933.1804692,63976.60989
Protein-energy malnutrition,Female,45 to 49,203.5960414,8104.638037,72.52986045,8177.167898
Protein-energy malnutrition,Female,40 to 44,211.4294578,9436.1581,75.69641618,9511.854516
Protein-energy malnutrition,Female,70 to 74,6242.463762,107845.2666,1963.608025,109808.8746
Protein-energy malnutrition,Female,55 to 59,280.5358733,8535.008227,100.3946587,8635.402886
Protein-energy malnutrition,Female,Under 5,10982.87723,940805.8297,401360.1922,1342166.022
Protein-energy malnutrition,Female,5 to 9,1118.170057,88691.23525,382.7790786,89074.01433
Protein-energy malnutrition,Female,80 plus,15708.33008,114317.7592,4621.886438,118939.6456
Protein-energy malnutrition,Female,25 to 29,1172.092273,69685.27085,387.360079,70072.63093
Protein-energy malnutrition,Female,10 to 14,640.2065016,47533.62081,228.6279916,47762.2488
Iodine deficiency,Female,75 to 79,44.42649004,592.4865139,2443.638973,3036.125487
Iodine deficiency,Female,45 to 49,38.69400523,1540.458875,20801.30646,22341.76534
Iodine deficiency,Female,70 to 74,65.77471895,1136.050608,4179.361785,5315.412392
Iodine deficiency,Female,55 to 59,60.86073833,1851.97616,13435.95757,15287.93373
Iodine deficiency,Female,30 to 34,12.90292052,702.9704967,34849.66924,35552.63974
Iodine deficiency,Female,50 to 54,18.48822369,648.7307808,16943.86517,17592.59595
Iodine deficiency,Female,15 to 19,13.96239847,966.7098024,35297.59886,36264.30867
Iodine deficiency,Female,35 to 39,18.12474501,897.9393667,29528.48214,30426.4215
Iodine deficiency,Female,65 to 69,52.38631716,1125.698909,6196.702671,7322.40158
Iodine deficiency,Female,60 to 64,32.16986116,832.8569359,9551.66277,10384.51971
Iodine deficiency,Female,20 to 24,16.72950492,1076.939578,43371.16314,44448.10272
Iodine deficiency,Female,Under 5,74.30620464,6345.784606,3846.7389,10192.52351
Iodine deficiency,Female,40 to 44,36.90040945,1647.255187,24692.10935,26339.36453
Iodine deficiency,Female,5 to 9,7.809088306,619.4028215,11077.36268,11696.7655
Iodine deficiency,Female,25 to 29,13.89492601,826.0532292,40320.0236,41146.07683
Iodine deficiency,Female,80 plus,104.7455,759.1542624,1445.680829,2204.835091
Iodine deficiency,Female,10 to 14,7.793875223,578.6081858,21793.77516,22372.38335
Iron-deficiency anemia,Female,30 to 34,499.6033852,27219.1431,401831.7227,429050.8658
Iron-deficiency anemia,Female,75 to 79,1745.796023,23280.54473,17008.06162,40288.60635
Iron-deficiency anemia,Female,45 to 49,1911.935668,76117.10862,279957.0077,356074.1163
Iron-deficiency anemia,Female,70 to 74,2422.696226,41844.2735,34826.19398,76670.46748
Iron-deficiency anemia,Female,35 to 39,864.7172692,42841.22696,369406.0102,412247.2372
Iron-deficiency anemia,Female,20 to 24,604.4659037,38911.60211,472764.3596,511675.9617
Iron-deficiency anemia,Female,40 to 44,1549.91704,69191.48479,331655.0629,400846.5477
Iron-deficiency anemia,Female,15 to 19,357.0610848,24721.69189,493552.4752,518274.1671
Iron-deficiency anemia,Female,55 to 59,2996.833659,91195.99597,148923.3831,240119.379
Iron-deficiency anemia,Female,65 to 69,990.5784389,21283.10695,56084.77936,77367.88631
Iron-deficiency anemia,Female,80 plus,3731.503368,27007.62016,22727.94893,49735.56909
Iron-deficiency anemia,Female,60 to 64,2202.074668,57013.49998,106244.0092,163257.5091
Iron-deficiency anemia,Female,5 to 9,359.849856,28542.64255,838039.4541,866582.0967
Iron-deficiency anemia,Female,Under 5,3753.270892,319381.7855,674369.0409,993750.8265
Iron-deficiency anemia,Female,25 to 29,556.6172828,33091.24898,432832.1958,465923.4448
Iron-deficiency anemia,Female,50 to 54,549.8384669,19290.29899,192894.5535,212184.8525
Iron-deficiency anemia,Female,10 to 14,300.0599045,22275.15478,712345.9994,734621.1542
Other nutritional deficiencies,Female,30 to 34,37.72731968,2055.441063,29.06623549,2084.507298
Other nutritional deficiencies,Female,75 to 79,300.9568304,4010.830569,146.4455408,4157.27611
Other nutritional deficiencies,Female,35 to 39,56.15723377,2781.810662,36.99198872,2818.802651
Other nutritional deficiencies,Female,10 to 14,10.59412387,786.4112472,19.42419972,805.8354469
Other nutritional deficiencies,Female,65 to 69,186.6383169,4009.403226,79.6224519,4089.025677
Other nutritional deficiencies,Female,70 to 74,278.0815134,4801.252172,163.3231015,4964.575273
Other nutritional deficiencies,Female,55 to 59,340.7119406,10366.07575,9.352955933,10375.4287
Other nutritional deficiencies,Female,20 to 24,59.88077142,3854.910314,44.06989254,3898.980206
Other nutritional deficiencies,Female,40 to 44,109.7741314,4899.267791,7.331500191,4906.599291
Other nutritional deficiencies,Female,60 to 64,891.4496649,23079.98934,45.81987389,23125.80922
Other nutritional deficiencies,Female,45 to 49,144.2621298,5742.764834,7.070465386,5749.8353
Other nutritional deficiencies,Female,80 plus,857.4559842,6152.846807,378.5653247,6531.412132
Other nutritional deficiencies,Female,25 to 29,44.45183671,2642.553509,32.52078328,2675.074293
Other nutritional deficiencies,Female,5 to 9,13.16141631,1043.93984,31.52112446,1075.460964
Other nutritional deficiencies,Female,Under 5,481.7690017,40773.3318,32419.64639,73192.97819
Other nutritional deficiencies,Female,15 to 19,34.08988321,2360.427464,26.66069366,2387.088158
Other nutritional deficiencies,Female,50 to 54,950.2831401,33346.18555,10.85635353,33357.04191
Sexually transmitted diseases excluding HIV,Female,35 to 39,53.31069068,2641.233297,11807.09226,14448.32556
Sexually transmitted diseases excluding HIV,Female,60 to 64,130.405535,3375.884963,2636.268056,6012.15302
Sexually transmitted diseases excluding HIV,Female,65 to 69,131.0375267,2815.14296,1906.270197,4721.413156
Sexually transmitted diseases excluding HIV,Female,25 to 29,76.57366524,4552.529498,14733.20574,19285.73524
Sexually transmitted diseases excluding HIV,Female,75 to 79,254.8226005,3397.249051,1037.395391,4434.644442
Sexually transmitted diseases excluding HIV,Female,55 to 59,190.7391147,5803.561293,3732.369456,9535.93075
Sexually transmitted diseases excluding HIV,Female,80 plus,335.7682478,2413.956323,899.8223202,3313.778643
Sexually transmitted diseases excluding HIV,Female,30 to 34,52.79074023,2876.118848,13518.16301,16394.28185
Sexually transmitted diseases excluding HIV,Female,45 to 49,134.06896,5337.541261,7353.613154,12691.15442
Sexually transmitted diseases excluding HIV,Female,70 to 74,1195.065879,20644.18115,1522.631715,22166.81287
Sexually transmitted diseases excluding HIV,Female,50 to 54,149.4195771,5242.56043,4965.052961,10207.61339
Sexually transmitted diseases excluding HIV,Female,10 to 14,29.02296842,2154.935106,1788.306531,3943.241636
Sexually transmitted diseases excluding HIV,Female,20 to 24,67.07624782,4317.770589,14623.69361,18941.4642
Sexually transmitted diseases excluding HIV,Female,40 to 44,62.74163416,2800.8414,9764.290391,12565.13179
Sexually transmitted diseases excluding HIV,Female,15 to 19,53.56565591,3708.290512,9090.523272,12798.81378
Hepatitis,Female,25 to 29,1191.511542,70838.75523,3887.413193,74726.16842
Hepatitis,Female,Under 5,5368.718931,457965.4982,570.8535248,458536.3517
Hepatitis,Female,70 to 74,503.5375928,8691.961683,305.8407627,8997.802446
Hepatitis,Female,30 to 34,923.2740846,50301.35938,3392.454214,53693.81359
Hepatitis,Female,55 to 59,716.1013384,21787.52784,1022.363474,22809.89131
Hepatitis,Female,50 to 54,798.2497509,28007.36302,1338.847061,29346.21008
Hepatitis,Female,75 to 79,552.826624,7366.243963,179.9569658,7546.200928
Hepatitis,Female,10 to 14,1076.215649,79909.83993,4226.69384,84136.53377
Hepatitis,Female,80 plus,574.2546598,4128.828007,115.6770954,4244.505102
Hepatitis,Female,5 to 9,1201.490679,95300.07699,2535.727719,97835.80471
Hepatitis,Female,15 to 19,1182.95868,81893.33925,4697.404464,86590.74372
Hepatitis,Female,40 to 44,929.8545381,41509.34203,2227.259627,43736.60165
Hepatitis,Female,60 to 64,715.3565097,18519.22498,720.0568432,19239.28183
Hepatitis,Female,45 to 49,956.6231662,38083.86802,1725.604926,39809.47295
Hepatitis,Female,65 to 69,704.4658812,15135.03552,459.6631289,15594.69865
Hepatitis,Female,35 to 39,800.1924904,39645.35718,2878.442332,42523.79951
Hepatitis,Female,20 to 24,1338.191696,86140.03537,4458.482912,90598.51828
Other infectious diseases,Female,65 to 69,2364.80047,50824.69166,1563.823578,52388.51524
Other infectious diseases,Female,Under 5,9517.523636,812732.8931,46601.70362,859334.5967
Other infectious diseases,Female,20 to 24,503.5365754,32412.77835,6718.656963,39131.43531
Other infectious diseases,Female,60 to 64,1888.885281,48906.70604,2884.274421,51790.98046
Other infectious diseases,Female,55 to 59,1381.422111,42039.57154,2168.891892,44208.46343
Other infectious diseases,Female,30 to 34,310.1737568,16898.73232,5431.865319,22330.59764
Other infectious diseases,Female,15 to 19,398.2685626,27571.11023,6916.096877,34487.2071
Other infectious diseases,Female,25 to 29,437.4339691,26006.99046,6105.620835,32112.61129
Other infectious diseases,Female,70 to 74,2020.694754,34909.37022,927.0190254,35836.38925
Other infectious diseases,Female,35 to 39,467.6558848,23170.81861,4876.427384,28047.246
Other infectious diseases,Female,40 to 44,448.8240702,20037.6688,4180.931409,24218.60021
Other infectious diseases,Female,50 to 54,1282.473661,45007.07723,2671.499,47678.57623
Other infectious diseases,Female,80 plus,2295.202291,16692.34961,411.1269019,17103.47651
Other infectious diseases,Female,5 to 9,912.1917853,72353.4097,54899.63369,127253.0434
Other infectious diseases,Female,75 to 79,2685.00176,35831.0387,453.5400391,36284.57874
Other infectious diseases,Female,45 to 49,958.4183331,38157.13087,3551.120487,41708.25135
Other infectious diseases,Female,10 to 14,692.515455,51419.3857,47828.99786,99248.38355
Esophageal cancer,Female,65 to 69,3177.730796,68286.56253,899.8029359,69186.36547
Esophageal cancer,Female,40 to 44,1342.642819,59941.10828,488.6484196,60429.7567
Esophageal cancer,Female,60 to 64,3409.417753,88270.81894,987.6098756,89258.42881
Esophageal cancer,Female,25 to 29,122.0773232,7257.907359,56.51695843,7314.424318
Esophageal cancer,Female,80 plus,3652.576472,26538.32132,788.9261142,27327.24744
Esophageal cancer,Female,45 to 49,1821.276363,72507.20741,654.0082636,73161.21568
Esophageal cancer,Female,30 to 34,367.5045266,20022.1988,202.9158329,20225.11463
Esophageal cancer,Female,70 to 74,4070.326907,70310.27586,1033.657389,71343.93325
Esophageal cancer,Female,15 to 19,18.76071954,1298.802858,7.374596137,1306.177455
Esophageal cancer,Female,50 to 54,2562.053879,89900.12939,869.6217872,90769.75118
Esophageal cancer,Female,55 to 59,3292.091944,100173.5018,1057.456338,101230.9581
Esophageal cancer,Female,20 to 24,77.6108486,4995.791398,41.91131285,5037.702711
Esophageal cancer,Female,75 to 79,3827.793843,51075.01698,913.1692215,51988.1862
Esophageal cancer,Female,35 to 39,701.5900452,34761.32394,288.6982676,35050.02221
Stomach cancer,Female,40 to 44,1337.451828,59710.93682,475.2102758,60186.14709
Stomach cancer,Female,45 to 49,1793.787837,71414.30127,616.2317609,72030.53303
Stomach cancer,Female,60 to 64,4859.886201,125830.4541,1455.367192,127285.8213
Stomach cancer,Female,25 to 29,242.0927343,14393.26882,84.56038771,14477.82921
Stomach cancer,Female,70 to 74,4356.065539,75255.92007,1106.078108,76361.99817
Stomach cancer,Female,65 to 69,4733.879995,101739.6977,1286.178976,103025.8766
Stomach cancer,Female,80 plus,4212.946845,30713.12825,905.5725888,31618.70084
Stomach cancer,Female,20 to 24,136.5165999,8787.583826,46.81022872,8834.394055
Stomach cancer,Female,35 to 39,1031.286206,51097.55689,356.327923,51453.88481
Stomach cancer,Female,55 to 59,4134.027617,125804.4624,1310.532646,127114.995
Stomach cancer,Female,50 to 54,2928.946718,102784.3745,979.8648099,103764.2394
Stomach cancer,Female,75 to 79,3206.617491,42791.8354,773.5131079,43565.34851
Stomach cancer,Female,15 to 19,58.29204736,4035.323452,31.67106163,4066.994513
Stomach cancer,Female,30 to 34,613.342624,33415.82772,202.9046106,33618.73233
Liver cancer,Female,25 to 29,233.7949447,13900.14863,57.58857339,13957.7372
Liver cancer,Female,65 to 69,4277.412908,91931.63723,926.1547671,92857.792
Liver cancer,Female,35 to 39,534.4985899,26483.34249,122.705378,26606.04787
Liver cancer,Female,20 to 24,55.06732088,3544.721141,13.90038775,3558.621529
Liver cancer,Female,50 to 54,2366.819614,83061.48347,548.032814,83609.51628
Liver cancer,Female,5 to 9,37.35507155,2962.937005,11.47328982,2974.410295
Liver cancer,Female,10 to 14,37.86535864,2811.581193,10.39701429,2821.978207
Liver cancer,Female,60 to 64,4142.692789,107262.7859,918.0532682,108180.8392
Liver cancer,Female,30 to 34,348.4857808,18986.02895,80.6882352,19066.71718
Liver cancer,Female,40 to 44,914.7843704,40841.80841,204.3794141,41046.18782
Liver cancer,Female,45 to 49,1612.497292,64198.15147,371.1146207,64569.2661
Liver cancer,Female,70 to 74,4020.278969,69456.30965,839.8166269,70296.12627
Liver cancer,Female,15 to 19,88.37129415,6117.553595,21.28291474,6138.83651
Liver cancer,Female,55 to 59,3613.500357,109966.7656,830.2793176,110797.0449
Liver cancer,Female,80 plus,1969.639634,14323.7561,390.5103576,14714.26646
Liver cancer,Female,75 to 79,1979.469361,26412.68774,396.4796325,26809.16737
Larynx cancer,Female,45 to 49,132.0237647,5255.848885,121.4090377,5377.257922
Larynx cancer,Female,60 to 64,285.4959231,7391.322719,212.8303594,7604.153078
Larynx cancer,Female,50 to 54,197.360857,6924.607537,172.8489507,7097.456488
Larynx cancer,Female,80 plus,219.4394505,1581.378007,104.367565,1685.745572
Larynx cancer,Female,30 to 34,34.7998507,1895.948154,45.8325773,1941.780731
Larynx cancer,Female,25 to 29,10.9202033,649.2167064,13.41823751,662.6349439
Larynx cancer,Female,15 to 19,7.068795203,489.3830547,4.433297998,493.8163527
Larynx cancer,Female,20 to 24,10.21739625,657.7204311,9.029799924,666.750231
Larynx cancer,Female,75 to 79,194.5764764,2594.182384,94.80126778,2688.983652
Larynx cancer,Female,55 to 59,271.5299446,8261.820549,203.8783101,8465.698859
Larynx cancer,Female,65 to 69,273.7164267,5881.437586,184.4923477,6065.929934
Larynx cancer,Female,35 to 39,42.99636591,2130.231757,52.47319384,2182.704951
Larynx cancer,Female,70 to 74,272.4041913,4704.03094,149.3816092,4853.41255
Larynx cancer,Female,40 to 44,78.28511441,3494.573062,78.62606484,3573.199127
"Tracheal, bronchus and lung cancer",Female,45 to 49,1167.457276,46476.9605,367.821219,46844.78172
"Tracheal, bronchus and lung cancer",Female,80 plus,1383.068801,9975.169026,299.6182253,10274.78725
"Tracheal, bronchus and lung cancer",Female,50 to 54,1838.143595,64494.65343,557.9547465,65052.60817
"Tracheal, bronchus and lung cancer",Female,60 to 64,2646.461376,68515.93191,760.8251318,69276.75704
"Tracheal, bronchus and lung cancer",Female,15 to 19,30.03509573,2079.287354,16.676772,2095.964126
"Tracheal, bronchus and lung cancer",Female,20 to 24,51.07870609,3288.021164,22.39220323,3310.413367
"Tracheal, bronchus and lung cancer",Female,55 to 59,2467.708295,75085.46364,716.8365789,75802.30022
"Tracheal, bronchus and lung cancer",Female,25 to 29,79.61316944,4733.114905,33.62127828,4766.736183
"Tracheal, bronchus and lung cancer",Female,40 to 44,644.4914512,28769.9412,210.9434518,28980.88465
"Tracheal, bronchus and lung cancer",Female,70 to 74,1883.250167,32521.56148,442.8697756,32964.43125
"Tracheal, bronchus and lung cancer",Female,30 to 34,215.5022498,11740.88637,70.52508481,11811.41145
"Tracheal, bronchus and lung cancer",Female,75 to 79,979.7730919,13061.24649,251.1783935,13312.42488
"Tracheal, bronchus and lung cancer",Female,35 to 39,352.2033385,17449.47069,121.1066767,17570.57736
"Tracheal, bronchus and lung cancer",Female,65 to 69,2663.081634,57223.09591,671.4294226,57894.52533
Breast cancer,Female,15 to 19,68.91611657,4771.032823,241.1295928,5012.162415
Breast cancer,Female,45 to 49,4678.458482,186250.2377,11372.36978,197622.6075
Breast cancer,Female,60 to 64,6152.37093,159283.1696,10223.23257,169506.4022
Breast cancer,Female,50 to 54,5855.518694,205448.3273,11263.16567,216711.4929
Breast cancer,Female,70 to 74,4926.167435,85084.19757,6532.394941,91616.59251
Breast cancer,Female,75 to 79,3200.087187,42680.8234,3750.300101,46431.1235
Breast cancer,Female,40 to 44,3104.676236,138588.1313,8087.537001,146675.6683
Breast cancer,Female,35 to 39,1930.450485,95639.07466,4754.449012,100393.5237
Breast cancer,Female,55 to 59,7007.808645,213227.6632,11585.62454,224813.2878
Breast cancer,Female,30 to 34,1023.753375,55775.62212,2758.14812,58533.77024
Breast cancer,Female,25 to 29,447.2296565,26588.51796,1354.71282,27943.23078
Breast cancer,Female,20 to 24,110.7535367,7129.574192,299.9381443,7429.512336
Breast cancer,Female,80 plus,3656.197377,26429.8268,3117.511382,29547.33818
Breast cancer,Female,65 to 69,5424.540255,116565.4443,8588.32041,125153.7647
Cervical cancer,Female,50 to 54,5589.792576,196143.8696,6252.767156,202396.6367
Cervical cancer,Female,60 to 64,5795.792411,150054.0563,4912.924611,154966.9809
Cervical cancer,Female,25 to 29,214.8225023,12771.89569,805.0610125,13576.9567
Cervical cancer,Female,40 to 44,2491.176237,111212.4896,4984.481115,116196.9707
Cervical cancer,Female,80 plus,2817.947864,20391.01681,1037.17763,21428.19444
Cervical cancer,Female,15 to 19,26.10997391,1807.614695,44.3327735,1851.947468
Cervical cancer,Female,20 to 24,93.84501339,6040.848468,277.1971749,6318.045643
Cervical cancer,Female,30 to 34,554.6649264,30218.97859,1975.547268,32194.52586
Cervical cancer,Female,75 to 79,2528.096961,33719.53713,1237.973937,34957.51106
Cervical cancer,Female,45 to 49,4405.536967,175390.8753,6663.671342,182054.5467
Cervical cancer,Female,35 to 39,1369.491085,67852.66193,3680.3742,71533.03613
Cervical cancer,Female,70 to 74,4022.436084,69474.96689,2496.216908,71971.1838
Cervical cancer,Female,55 to 59,6392.165483,194506.6991,5886.367553,200393.0667
Cervical cancer,Female,65 to 69,4683.4487,100643.1852,3679.434612,104322.6198
Uterine cancer,Female,35 to 39,41.54565839,2058.234603,136.2026447,2194.437248
Uterine cancer,Female,50 to 54,205.7370481,7217.930487,941.5618529,8159.49234
Uterine cancer,Female,25 to 29,13.91528941,827.2759857,33.81369778,861.0896834
Uterine cancer,Female,40 to 44,71.39745793,3186.901933,266.0348831,3452.936816
Uterine cancer,Female,55 to 59,317.6202616,9663.579052,1033.153533,10696.73258
Uterine cancer,Female,75 to 79,230.0182652,3065.927995,228.5987108,3294.526706
Uterine cancer,Female,60 to 64,407.0497666,10537.83936,907.7971447,11445.63651
Uterine cancer,Female,70 to 74,331.3071685,5720.631854,428.1647637,6148.796617
Uterine cancer,Female,65 to 69,398.9399742,8570.997319,647.4164559,9218.413775
Uterine cancer,Female,30 to 34,20.07212077,1093.559299,64.15451528,1157.713814
Uterine cancer,Female,80 plus,326.6463103,2347.893845,219.6708296,2567.564675
Uterine cancer,Female,20 to 24,11.49394187,739.8908032,23.2925841,763.1833873
Uterine cancer,Female,15 to 19,8.254274743,571.455685,6.984665532,578.4403505
Uterine cancer,Female,45 to 49,119.003982,4737.45957,558.189625,5295.649195
Colon and rectum cancer,Female,15 to 19,64.25287829,4448.243425,68.8212347,4517.06466
Colon and rectum cancer,Female,70 to 74,1892.543511,32683.43668,1247.098731,33930.53541
Colon and rectum cancer,Female,55 to 59,1855.028719,56443.03206,1585.554793,58028.58686
Colon and rectum cancer,Female,75 to 79,1511.888772,20160.11509,831.1270856,20991.24218
Colon and rectum cancer,Female,20 to 24,106.4905214,6855.0786,104.4340457,6959.512646
Colon and rectum cancer,Female,65 to 69,1995.134317,42870.70981,1445.358679,44316.06849
Colon and rectum cancer,Female,80 plus,2084.610131,15048.27612,853.5824965,15901.85862
Colon and rectum cancer,Female,60 to 64,2213.915538,57317.19654,1747.612046,59064.80858
Colon and rectum cancer,Female,45 to 49,1010.264224,40218.68611,947.7938263,41166.47993
Colon and rectum cancer,Female,50 to 54,1481.268051,51972.23803,1372.651332,53344.88936
Colon and rectum cancer,Female,25 to 29,244.8699064,14557.83831,214.7310671,14772.56938
Colon and rectum cancer,Female,40 to 44,666.4162233,29747.98717,675.5903567,30423.57753
Colon and rectum cancer,Female,30 to 34,340.897157,18572.58932,321.121201,18893.71052
Colon and rectum cancer,Female,35 to 39,412.1101237,20417.08648,427.8094271,20844.89591
Lip and oral cavity cancer,Female,75 to 79,1471.201933,19626.51468,1533.025776,21159.54045
Lip and oral cavity cancer,Female,20 to 24,46.82520968,3014.299034,98.6342284,3112.933263
Lip and oral cavity cancer,Female,30 to 34,268.4310146,14624.525,460.4747806,15084.99978
Lip and oral cavity cancer,Female,25 to 29,138.0613595,8208.021403,262.2876632,8470.309066
Lip and oral cavity cancer,Female,40 to 44,730.4691352,32608.31143,1079.153742,33687.46517
Lip and oral cavity cancer,Female,50 to 54,1582.281317,55520.78438,2419.134512,57939.91889
Lip and oral cavity cancer,Female,80 plus,1719.664302,12447.6839,1227.245036,13674.92894
Lip and oral cavity cancer,Female,15 to 19,21.54026212,1491.294077,52.44742258,1543.7415
